funding_time,funding_rate
1683993600026,0.00010000
1684022400029,0.00010000
1684051200010,0.00010000
1684080000008,0.00010000
1684108800006,0.00013386
1684137600005,0.00010000
1684166400008,-0.00000101
1684195200021,0.00010000
1684224000000,0.00010000
1684252800000,-0.00012879
1684281600010,0.00010000
1684310400000,0.00010000
1684339200001,-0.00013348
1684368000000,0.00010000
1684396800026,0.00010475
1684425600019,0.00010000
1684454400000,0.00010000
1684483200002,0.00013399
1684512000000,0.00010000
1684540800005,0.00010000
1684569600014,0.00010000
1684598400020,0.00010000
1684627200014,0.00010000
1684656000001,0.00010000
1684684800015,0.00010000
1684713600028,0.00019875
1684742400000,0.00010000
1684771200012,0.00010000
1684800000006,0.00047429
1684828800014,0.00010838
1684857600008,0.00010000
1684886400000,0.00053081
1684915200025,0.00010000
1684944000008,0.00010000
1684972800000,0.00046870
1685001600025,0.00010000
1685030400016,0.00010000
1685059200000,0.00025932
1685088000024,0.00010000
1685116800012,0.00010000
1685145600012,0.00061317
1685174400018,0.00010000
1685203200008,0.00015428
1685232000017,0.00047400
1685260800015,0.00010000
1685289600000,0.00010000
1685318400000,0.00010000
1685347200020,0.00010000
1685376000011,0.00010000
1685404800003,0.00043308
1685433600000,0.00010000
1685462400003,0.00020827
1685491200013,0.00056899
1685520000000,-0.00012365
1685548800000,-0.00011969
1685577600008,0.00010000
1685606400012,-0.00002742
1685635200000,0.00010000
1685664000000,-0.00010506
1685692800006,0.00010000
1685721600012,0.00010000
1685750400000,0.00010000
1685779200011,0.00010000
1685808000003,0.00010000
1685836800000,0.00010000
1685865600000,0.00010000
1685894400000,0.00010000
1685923200005,0.00010000
1685952000000,0.00010000
1685980800000,0.00015969
1686009600000,0.00010000
1686038400009,0.00010000
1686067200013,0.00010000
1686096000000,0.00010000
1686124800016,0.00009220
1686153600000,0.00010000
1686182400006,0.00010000
1686211200000,0.00004225
1686240000000,0.00010000
1686268800000,0.00010000
1686297600000,-0.00005645
1686326400000,0.00010000
1686355200000,0.00010000
1686384000000,-0.00004612
1686412800000,0.00010000
1686441600001,0.00010000
1686470400000,0.00010000
1686499200000,0.00010000
1686528000000,0.00010000
1686556800000,0.00010000
1686585600001,0.00010000
1686614400000,0.00010000
1686643200000,0.00010000
1686672000000,0.00010000
1686700800000,0.00010000
1686729600000,0.00010000
1686758400000,0.00010000
1686787200000,0.00010000
1686816000000,0.00010000
1686844800000,0.00010000
1686873600000,0.00010000
1686902400000,0.00010000
1686931200000,0.00010000
1686960000000,0.00021937
1686988800000,0.00010000
1687017600000,0.00010000
1687046400000,0.00010000
1687075200000,0.00010000
1687104000000,0.00010000
1687132800000,0.00010000
1687161600000,0.00010000
1687190400000,0.00010000
1687219200001,0.00010000
1687248000000,0.00010000
1687276800000,0.00010000
1687305600000,0.00027042
1687334400000,0.00010000
1687363200000,0.00010000
1687392000000,0.00010000
1687420800001,0.00010000
1687449600000,0.00010000
1687478400000,0.00010000
1687507200000,0.00010000
1687536000000,0.00010000
1687564800000,0.00010000
1687593600000,0.00010000
1687622400000,0.00010000
1687651200000,0.00010000
1687680000000,0.00010000
1687708800000,0.00010000
1687737600000,0.00010000
1687766400000,0.00010000
1687795200000,0.00010000
1687824000000,0.00010000
1687852800000,0.00010000
1687881600000,0.00010000
1687910400000,0.00019609
1687939200000,0.00010000
1687968000000,0.00022197
1687996800000,0.00010000
1688025600000,0.00015210
1688054400000,0.00010000
1688083200000,0.00010000
1688112000000,0.00041109
1688140800001,0.00011049
1688169600000,0.00021936
1688198400000,0.00019789
1688227200000,0.00010000
1688256000000,0.00021634
1688284800000,0.00035590
1688313600001,0.00010000
1688342400000,0.00010000
1688371200000,-0.00001373
1688400000000,0.00010000
1688428800001,0.00010000
1688457600000,0.00010000
1688486400000,0.00031508
1688515200000,0.00010000
1688544000000,0.00010000
1688572800000,0.00010000
1688601600000,0.00010000
1688630400000,0.00010000
1688659200000,0.00010000
1688688000000,0.00004172
1688716800000,0.00006986
1688745600000,0.00010000
1688774400000,0.00010000
1688803200000,0.00010000
1688832000000,0.00010000
1688860800000,0.00010000
1688889600000,0.00010000
1688918400000,0.00010000
1688947200000,0.00010000
1688976000000,0.00010000
1689004800000,0.00010000
1689033600000,0.00010000
1689062400000,0.00010000
1689091200000,0.00010000
1689120000000,0.00010000
1689148800000,0.00014487
1689177600000,0.00010000
1689206400000,0.00110759
1689235200000,0.00010000
1689264000000,0.00010000
1689292800000,0.00024715
1689321600000,0.00010000
1689350400000,0.00026599
1689379200000,0.00035829
1689408000000,0.00024128
1689436800000,0.00010494
1689465600001,0.00048318
1689494400000,0.00010000
1689523200000,0.00010000
1689552000000,0.00021700
1689580800000,0.00010000
1689609600000,0.00010000
1689638400000,0.00023681
1689667200000,0.00010000
1689696000000,0.00010000
1689724800000,0.00010000
1689753600000,0.00010000
1689782400001,0.00010000
1689811200000,0.00010000
1689840000000,0.00010000
1689868800000,0.00010000
1689897600001,0.00010000
1689926400000,0.00010000
1689955200000,0.00010000
1689984000000,0.00010000
1690012800000,0.00007764
1690041600000,0.00010000
1690070400000,0.00010000
1690099200000,0.00010000
1690128000000,0.00010000
1690156800000,0.00005697
1690185600000,0.00006156
1690214400000,-0.00008464
1690243200000,0.00010000
1690272000000,-0.00024065
1690300800000,0.00010000
1690329600000,0.00010000
1690358400001,0.00010000
1690387200000,0.00010000
1690416000000,0.00010000
1690444800000,0.00010000
1690473600001,-0.00018516
1690502400000,-0.00018487
1690531200000,-0.00069084
1690560000000,-0.00053902
1690588800000,-0.00073435
1690617600000,-0.00122646
1690646400001,-0.00063727
1690675200000,-0.00008177
1690704000000,0.00007293
1690732800000,0.00003485
1690761600000,0.00010000
1690790400000,0.00004704
1690819200001,0.00001173
1690848000000,0.00006295
1690876800000,0.00010000
1690905600000,-0.00740252
1690934400000,-0.00006584
1690963200000,-0.00021453
1690992000000,0.00008505
1691020800000,-0.00029365
1691049600000,0.00010000
1691078400001,0.00010000
1691107200000,-0.00001850
1691136000000,0.00010000
1691164800000,0.00010000
1691193600000,0.00010000
1691222400000,0.00010000
1691251200001,0.00022863
1691280000000,0.00017280
1691308800001,0.00010000
1691337600005,0.00052176
1691366400000,0.00029339
1691395200000,0.00010000
1691424000000,0.00034537
1691452800000,0.00054553
1691481600000,0.00045328
1691510400000,0.00010000
1691539200000,0.00010000
1691568000000,0.00010000
1691596800000,0.00010000
1691625600001,0.00010000
1691654400000,0.00010000
1691683200000,0.00010000
1691712000000,0.00010000
1691740800000,0.00020748
1691769600000,0.00022829
1691798400000,0.00042759
1691827200000,0.00051701
1691856000000,0.00023774
1691884800000,0.00010000
1691913600000,0.00010000
1691942400000,0.00029134
1691971200001,0.00010000
1692000000000,0.00010000
1692028800000,0.00010000
1692057600001,0.00010000
1692086400000,0.00010000
1692115200000,0.00010000
1692144000000,0.00010000
1692172800001,0.00010000
1692201600000,0.00010000
1692230400000,0.00010000
1692259200000,0.00010000
1692288000000,0.00010000
1692316800000,-0.00116027
1692345600000,0.00010000
1692374400000,-0.00008009
1692403200000,0.00010000
1692432000000,0.00010000
1692460800000,0.00010000
1692489600000,0.00010000
1692518400000,0.00010000
1692547200000,0.00010000
1692576000000,0.00010000
1692604800000,0.00010000
1692633600000,0.00010000
1692662400000,0.00010000
1692691200000,0.00010000
1692720000000,0.00010000
1692748800000,0.00010000
1692777600000,0.00010000
1692806400000,0.00010000
1692835200000,0.00010000
1692864000000,0.00010000
1692892800000,0.00010000
1692921600000,0.00010000
1692950400000,0.00010000
1692979200000,0.00010000
1693008000000,0.00010000
1693036800000,0.00010000
1693065600000,0.00010000
1693094400000,-0.00002716
1693123200000,0.00003576
1693152000000,-0.00002493
1693180800000,0.00010000
1693209600001,0.00010000
1693238400001,0.00010000
1693267200000,0.00010000
1693296000000,0.00010000
1693324800000,0.00005528
1693353600000,0.00010000
1693382400000,0.00010000
1693411200000,0.00010000
1693440000000,0.00010000
1693468800000,0.00010000
1693497600000,-0.00003297
1693526400000,0.00010000
1693555200000,0.00010000
1693584000001,0.00003949
1693612800000,0.00010000
1693641600000,0.00010000
1693670400000,0.00010000
1693699200000,0.00010000
1693728000000,0.00010000
1693756800000,-0.00012745
1693785600000,0.00001912
1693814400000,0.00010000
1693843200000,0.00010000
1693872000000,0.00010000
1693900800000,0.00010000
1693929600000,0.00010000
1693958400000,0.00010000
1693987200000,0.00010000
1694016000001,0.00010000
1694044800000,0.00010000
1694073600000,0.00010000
1694102400000,0.00010000
1694131200000,0.00010000
1694160000000,0.00010000
1694188800000,0.00010000
1694217600000,0.00001594
1694246400000,0.00010000
1694275200000,0.00010000
1694304000000,0.00010000
1694332800000,0.00010000
1694361600000,0.00010000
1694390400000,0.00010000
1694419200000,0.00010000
1694448000001,0.00010000
1694476800000,0.00010000
1694505600000,0.00010000
1694534400000,0.00010000
1694563200000,0.00010000
1694592000000,0.00010000
1694620800000,0.00010000
1694649600000,0.00010000
1694678400001,0.00010000
1694707200000,0.00010000
1694736000000,0.00004730
1694764800000,0.00010000
1694793600000,0.00010000
1694822400000,0.00010000
1694851200000,0.00010000
1694880000000,0.00010000
1694908800000,0.00010000
1694937600000,0.00010000
1694966400000,0.00010000
1694995200000,-0.00003212
1695024000000,-0.00014621
1695052800000,0.00010000
1695081600000,-0.00008992
1695110400001,0.00010000
1695139200000,0.00010000
1695168000000,0.00004683
1695196800000,-0.00005228
1695225600000,0.00010000
1695254400001,0.00010000
1695283200000,0.00010000
1695312000000,0.00010000
1695340800000,0.00004474
1695369600000,0.00010000
1695398400000,0.00010000
1695427200000,0.00010000
1695456000000,0.00010000
1695484800000,0.00010000
1695513600000,0.00010000
1695542400000,0.00009980
1695571200000,-0.00001988
1695600000000,0.00010000
1695628800000,-0.00005316
1695657600000,-0.00002153
1695686400000,-0.00024079
1695715200000,-0.00011937
1695744000000,0.00009336
1695772800000,0.00010000
1695801600001,0.00010000
1695830400000,-0.00012936
1695859200000,-0.00010502
1695888000000,0.00010000
1695916800000,-0.00007067
1695945600000,0.00010000
1695974400000,-0.00002377
1696003200000,0.00010000
1696032000000,0.00010000
1696060800000,0.00002942
1696089600000,0.00010000
1696118400000,0.00003315
1696147200000,0.00010000
1696176000000,0.00010000
1696204800000,0.00010000
1696233600000,0.00010000
1696262400000,0.00010000
1696291200000,0.00010000
1696320000000,0.00010000
1696348800000,-0.00019713
1696377600000,0.00010000
1696406400000,0.00010000
1696435200000,-0.00010950
1696464000000,-0.00024310
1696492800000,0.00010000
1696521600001,-0.00016886
1696550400000,0.00010000
1696579200000,0.00001558
1696608000000,0.00010000
1696636800000,0.00010000
1696665600000,0.00010000
1696694400000,0.00010000
1696723200000,0.00034063
1696752000001,0.00010000
1696780800000,0.00010000
1696809600000,-0.00094808
1696838400000,-0.00031390
1696867200000,-0.00011875
1696896000000,-0.00011274
1696924800000,0.00010000
1696953600000,0.00010000
1696982400000,0.00010000
1697011200000,0.00010000
1697040000000,0.00010000
1697068800000,0.00010000
1697097600000,0.00010000
1697126400000,0.00010000
1697155200000,0.00010000
1697184000000,0.00010000
1697212800000,0.00010000
1697241600000,0.00010000
1697270400000,0.00010000
1697299200000,0.00010000
1697328000000,0.00010000
1697356800000,0.00010000
1697385600000,0.00010000
1697414400000,0.00010000
1697443200000,0.00010000
1697472000000,0.00010000
1697500800000,0.00010000
1697529600000,0.00010000
1697558400000,0.00000638
1697587200000,0.00010000
1697616000000,0.00010000
1697644800000,0.00010000
1697673600000,0.00008381
1697702400001,0.00010000
1697731200000,0.00010000
1697760000000,0.00009447
1697788800005,0.00010000
1697817600000,0.00010000
1697846400000,0.00005515
1697875200000,0.00010000
1697904000000,0.00010000
1697932800000,0.00010000
1697961600000,0.00010000
1697990400000,0.00010000
1698019200000,0.00010000
1698048000001,0.00010000
1698076800001,0.00010000
1698105600000,0.00010000
1698134400000,0.00010000
1698163200000,0.00010000
1698192000000,0.00013177
1698220800000,0.00010000
1698249600001,0.00010000
1698278400001,0.00010000
1698307200000,0.00010000
1698336000000,0.00030187
1698364800000,0.00014898
1698393600000,0.00010000
1698422400000,0.00010000
1698451200000,0.00010000
1698480000001,0.00012584
1698508800000,0.00025382
1698537600000,0.00010000
1698566400000,0.00010703
1698595200000,0.00010000
1698624000000,0.00010000
1698652800000,0.00014356
1698681600000,0.00026663
1698710400001,0.00018236
1698739200000,0.00010000
1698768000000,0.00020445
1698796800000,0.00017399
1698825600000,0.00021999
1698854400000,0.00013575
1698883200001,0.00026867
1698912000000,0.00010000
1698940800000,0.00010000
1698969600000,0.00037329
1698998400000,0.00010000
1699027200000,0.00034657
1699056000000,0.00010000
1699084800000,0.00010000
1699113600000,0.00010000
1699142400000,0.00010000
1699171200000,0.00010000
1699200000000,0.00010000
1699228800000,0.00010000
1699257600001,0.00010000
1699286400000,0.00010000
1699315200001,0.00010000
1699344000000,0.00033944
1699372800000,0.00010000
1699401600000,0.00010000
1699430400000,0.00010000
1699459200000,0.00036897
1699488000000,0.00049662
1699516800000,0.00029046
1699545600000,0.00058805
1699574400000,0.00030919
1699603200000,0.00010000
1699632000000,0.00048690
1699660800000,0.00041366
1699689600000,0.00010000
1699718400000,0.00081607
1699747200000,0.00030974
1699776000000,0.00062026
1699804800001,0.00010000
1699833600000,0.00047657
1699862400000,0.00022816
1699891200000,0.00042373
1699920000000,0.00010000
1699948800000,0.00051348
1699977600001,0.00010000
1700006400000,0.00010000
1700035200000,0.00023628
1700064000000,0.00012099
1700092800000,0.00036072
1700121600000,0.00030108
1700150400001,0.00022714
1700179200000,0.00030174
1700208000001,0.00010000
1700236800001,0.00010000
1700265600000,0.00010000
1700294400000,0.00010000
1700323200000,0.00010000
1700352000000,0.00020440
1700380800000,0.00017706
1700409600000,0.00010000
1700438400000,0.00010000
1700467200000,0.00010000
1700496000000,0.00034243
1700524800000,0.00032267
1700553600000,0.00010000
1700582400000,0.00010000
1700611200000,0.00006713
1700640000000,0.00010000
1700668800000,0.00010000
1700697600000,0.00010000
1700726400000,0.00025113
1700755200001,0.00010000
1700784000000,0.00010000
1700812800000,0.00010000
1700841600000,0.00010000
1700870400000,0.00046701
1700899200000,0.00059487
1700928000000,0.00010000
1700956800000,0.00037575
1700985600000,0.00027931
1701014400000,-0.00015681
1701043200000,-0.00032107
1701072000001,0.00010000
1701100800000,0.00010000
1701129600000,0.00010000
1701158400000,0.00001730
1701187200000,0.00010000
1701216000001,0.00010000
1701244800000,-0.00000023
1701273600000,0.00005993
1701302400000,0.00010000
1701331200000,0.00010000
1701360000000,0.00009947
1701388800000,0.00010000
1701417600000,0.00010000
1701446400000,0.00007160
1701475200000,0.00002802
1701504000000,0.00010000
1701532800000,0.00010000
1701561600000,0.00010000
1701590400000,0.00010000
1701619200000,0.00010000
1701648000000,0.00010000
1701676800000,0.00010000
1701705600000,0.00010000
1701734400000,0.00010000
1701763200000,0.00014622
1701792000000,0.00010000
1701820800000,0.00010000
1701849600000,0.00010000
1701878400000,0.00010000
1701907200000,0.00010000
1701936000000,0.00010000
1701964800000,0.00014015
1701993600000,0.00010203
1702022400000,0.00016019
1702051200000,0.00010000
1702080000000,0.00020948
1702108800000,0.00037155
1702137600000,0.00016060
1702166400000,0.00028243
1702195200000,0.00010000
1702224000000,0.00021288
1702252800000,0.00013197
1702281600000,0.00010000
1702310400000,0.00010000
1702339200000,0.00010000
1702368000000,0.00017891
1702396800000,0.00010000
1702425600000,0.00019471
1702454400000,0.00010000
1702483200001,0.00010000
1702512000000,0.00010000
1702540800000,0.00010000
1702569600000,0.00010000
1702598400000,0.00010000
1702627200000,0.00035996
1702656000000,0.00039652
1702684800000,0.00012708
1702713600000,0.00010000
1702742400001,0.00010000
1702771200000,0.00010000
1702800000000,0.00010000
1702828800000,0.00010000
1702857600000,0.00010000
1702886400001,0.00015113
1702915200000,0.00010000
1702944000000,0.00010000
1702972800000,0.00010000
1703001600000,0.00010000
1703030400000,0.00010000
1703059200000,0.00010000
1703088000000,0.00010000
1703116800000,0.00010000
1703145600000,0.00017090
1703174400000,0.00019308
1703203200000,0.00028431
1703232000000,0.00032124
1703260800000,0.00030561
1703289600000,0.00023502
1703318400001,0.00015587
1703347200000,0.00010000
1703376000000,0.00044009
1703404800000,0.00019998
1703433600000,0.00027363
1703462400000,0.00035268
1703491200000,0.00038960
1703520000000,0.00034248
1703548800000,0.00043784
1703577600000,0.00021000
1703606400000,0.00022973
1703635200000,0.00018954
1703664000000,0.00020472
1703692800000,0.00011366
1703721600000,0.00010000
1703750400000,0.00034871
1703779200000,0.00028903
1703808000001,0.00010000
1703836800000,0.00010000
1703865600000,0.00012078
1703894400001,0.00010000
1703923200000,0.00036910
1703952000000,0.00027963
1703980800000,0.00010000
1704009600001,0.00025109
1704038400000,0.00027265
1704067200000,0.00031575
1704096000000,0.00017366
1704124800000,0.00017832
1704153600000,0.00031245
1704182400000,0.00040640
1704211200000,0.00065889
1704240000000,0.00038585
1704268800000,0.00044247
1704297600000,0.00010000
1704326400000,0.00010000
1704355200000,0.00010000
1704384000000,0.00010000
1704412800001,0.00010000
1704441600000,0.00010000
1704470400000,0.00010000
1704499200000,0.00010000
1704528000000,0.00010000
1704556800000,0.00010000
1704585600000,0.00010000
1704614400001,0.00010000
1704643200001,0.00010000
1704672000000,0.00010000
1704700800000,-0.00005654
1704729600000,0.00007790
1704758400001,0.00010000
1704787200000,0.00010000
1704816000000,0.00010000
1704844800000,0.00010000
1704873600000,0.00010000
1704902400000,0.00010000
1704931200000,0.00010000
1704960000000,0.00010000
1704988800000,0.00010000
1705017600001,0.00010000
1705046400000,0.00010000
1705075200000,0.00010000
1705104000000,0.00010000
1705132800000,0.00010000
1705161600001,0.00010000
1705190400000,0.00010000
1705219200000,0.00010000
1705248000001,0.00010000
1705276800000,0.00010000
1705305600000,0.00010000
1705334400000,0.00010000
1705363200000,0.00010000
1705392000000,0.00010000
1705420800001,0.00010000
1705449600000,0.00032627
1705478400000,0.00010000
1705507200000,0.00035448
1705536000001,0.00028708
1705564800000,0.00017605
1705593600000,0.00010000
1705622400000,0.00030069
1705651200000,0.00010000
1705680000002,0.00010000
1705708800000,0.00020075
1705737600003,0.00010000
1705766400000,0.00010000
1705795200000,0.00012449
1705824000000,0.00016674
1705852800000,0.00010000
1705881600000,0.00010000
1705910400000,0.00010000
1705939200000,0.00010000
1705968000000,0.00010000
1705996800000,0.00010000
1706025600000,0.00010000
1706054400000,0.00010000
1706083200000,0.00010000
1706112000000,0.00010000
1706140800000,0.00010000
1706169600001,0.00010000
1706198400000,0.00010000
1706227200001,0.00010000
1706256000000,0.00010000
1706284800000,0.00010000
1706313600000,0.00010000
1706342400000,0.00010000
1706371200000,0.00010000
1706400000000,0.00010000
1706428800000,0.00010000
1706457600000,0.00010000
1706486400000,0.00010000
1706515200001,0.00010000
1706544000000,0.00010000
1706572800000,0.00010000
1706601600000,0.00010000
1706630400001,0.00010000
1706659200000,0.00010000
1706688000000,0.00010000
1706716800000,0.00010000
1706745600000,0.00010000
1706774400000,0.00010000
1706803200002,0.00010000
1706832000000,0.00010000
1706860800000,0.00010000
1706889600000,0.00010000
1706918400000,0.00010000
1706947200000,0.00010000
1706976000001,0.00010000
1707004800000,0.00010000
1707033600004,0.00010000
1707062400000,0.00010000
